C.D.S.  -  SIMBAD4 rel 1.8  -  2024.03.27CET20:58:42

coord 14 29 42.9461331854-62 40 46.164680672 (ICRS, J2000, 2000.0), radius: 50 arcmin
-------------------------------------------------------------------------------------

Number of objects : 2680

 #  |dist(asec)|            identifier             |typ|       coord1 (ICRS,J2000/2000)        |  Mag U  |  Mag B  |  Mag V  |  Mag R  |  Mag I  |  spec. type   |#bib|#not
----|----------|-----------------------------------|---|---------------------------------------|---------|---------|---------|---------|---------|---------------|----|----
1610|   2297.30|2MASS J14244502-6223509            |LP?|14 24 45.0167251746 -62 23 50.959165281|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1611|   2298.13|2MASS J14313144-6317021            |LP?|14 31 31.4416492443 -63 17 02.143658964|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1612|   2298.25|TYC 9010-1414-1                    |*  |14 25 11.4753552720 -62 18 44.862819480|     ~   |12.00    |11.65    |     ~   |     ~   |OB-            |   6|   0
1613|   2299.28|TYC 9011-300-1                     |*  |14 34 33.0941094672 -62 22 05.997012924|     ~   |11.79    |11.68    |     ~   |     ~   |~              |   0|   0
1614|   2299.82|2MASS J14242626-6253209            |LP?|14 24 26.2615498197 -62 53 20.918306952|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1615|   2299.93|TYC 9010-4051-1                    |*  |14 33 17.9542115016 -62 11 36.109391748|     ~   |12.25    |12.22    |     ~   |     ~   |~              |   0|   0
1616|   2300.30|2MASS J14251463-6218112            |LP?|14 25 14.6314490415 -62 18 11.204647073|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1617|   2300.72|2MASS J14275123-6316573            |LP*|14 27 51.2408123575 -63 16 57.330499643|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1618|   2300.93|2MASS J14313204-6204337            |LP?|14 31 32.0383412298 -62 04 33.898445876|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1619|   2301.14|2MASS J14350691-6250364            |LP?|14 35 06.9150773186 -62 50 36.454325988|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1620|   2301.49|TYC 9010-1262-1                    |*  |14 25 35.5230511008 -62 15 11.992499172|     ~   |13.34    |11.46    |     ~   |     ~   |~              |   1|   0
1621|   2303.60|2MASS J14315864-6205445            |Mi*|14 31 58.6493842331 -62 05 44.601841082|     ~   |     ~   |18.533   |     ~   |13.170   |~              |   3|   0
1622|   2303.88|Gaia DR3 5854166597775006208       |*  |14 24 08.2910816026 -62 40 47.444050310|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1623|   2306.34|2MASS J14274052-6205027            |LP?|14 27 40.5123089631 -62 05 02.696589032|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1624|   2307.54|TYC 9011-5150-1                    |*  |14 34 39.7328195208 -62 23 13.153562448|     ~   |13.87    |11.51    |     ~   |     ~   |~              |   2|   0
1625|   2308.43|2MASS J14244871-6222381            |LP?|14 24 48.7162083018 -62 22 38.075384281|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1626|   2308.88|2MASS J14240831-6243472            |LP*|14 24 08.3146161221 -62 43 47.198528327|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   2|   0
1627|   2309.09|2MASS J14251025-6218379            |LP?|14 25 10.2595508765 -62 18 38.086062253|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1628|   2309.23|Gaia DR3 5853403742888325888       |Pu*|14 24 32.0964623212 -62 55 35.633581143|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
1629|   2309.64|2MASS J14291318-6202259            |Mi*|14 29 13.2110211952 -62 02 25.808159013|     ~   |     ~   |     ~   |     ~   |12.920   |~              |   3|   0
1630|   2309.66|TYC 9010-4957-1                    |*  |14 31 27.5613804336 -62 04 14.097818532|     ~   |12.94    |12.09    |     ~   |     ~   |~              |   1|   0
1631|   2309.69|2MASS J14302635-6202362            |LP?|14 30 26.3429092926 -62 02 36.300404609|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1632|   2309.78|2MASS J14344178-6258362            |LP?|14 34 41.7898399284 -62 58 36.154496232|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1633|   2311.00|2MASS J14322582-6314328            |LP*|14 32 25.8172292355 -63 14 32.839291504|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1634|   2311.06|2MASS J14324475-6208307            |LP?|14 32 44.7582112322 -62 08 30.735647106|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1635|   2311.10|2MASS J14345114-6225509            |*  |14 34 51.14928 -62 25 50.9664          |     ~   |     ~   |     ~   |     ~   |     ~   |M              |   3|   0
1636|   2312.33|2MASS J14315023-6205097            |LP?|14 31 50.2491751152 -62 05 09.950745589|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1637|   2314.29|TYC 9010-1145-1                    |*  |14 24 50.625184 -63 00 08.12963        |     ~   |13.15    |11.81    |     ~   |     ~   |~              |   0|   0
1638|   2314.57|2MASS J14302148-6202271            |*  |14 30 21.48216 -62 02 27.1752          |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   2|   0
1639|   2314.82|GSC 09010-01145                    |** |14 24 50.5679526648 -63 00 08.512423524|     ~   |12.733   |11.329   |10.953   |     ~   |~              |   0|   0
1640|   2315.13|TYC 9010-1145-2                    |*  |14 24 50.527221 -63 00 08.64878        |     ~   |13.39    |12.12    |     ~   |     ~   |~              |   0|   0
1641|   2315.60|2MASS J14273473-6205090            |LP?|14 27 34.7341256310 -62 05 09.039622815|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1642|   2316.02|2MASS J14245767-6220365            |Mi*|14 24 57.6691081479 -62 20 36.608978564|     ~   |     ~   |     ~   |     ~   |15.590   |~              |   2|   0
1643|   2316.21|2MASS J14294158-6202098            |LP?|14 29 41.5577294116 -62 02 09.977263890|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1644|   2316.31|2MASS J14323721-6207516            |LP*|14 32 37.2173669074 -62 07 51.517448510|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1645|   2317.32|2MASS J14243425-6225431            |LP?|14 24 34.2542754258 -62 25 43.144532365|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1646|   2318.29|Gaia DR3 5854302593580505600       |LP?|14 30 06.6983458009 -62 02 13.778952923|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1647|   2318.99|2MASS J14262952-6209162            |LP?|14 26 29.5175387100 -62 09 15.926204522|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1648|   2319.57|2MASS J14331026-6210272            |*  |14 33 10.2579343405 -62 10 27.177143130|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   2|   0
1649|   2319.59|2MASS J14281240-6318023            |LP*|14 28 12.4042808770 -63 18 02.256723925|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1650|   2320.03|IRAS 14202-6228                    |Mi*|14 24 05.9555064888 -62 41 41.786477268|     ~   |     ~   |     ~   |     ~   |14.857   |~              |   2|   0
1651|   2320.36|Gaia DR2 5877566954005212672       |*  |14 32 33.6866333071 -62 07 32.032119872|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   2|   0
1652|   2320.95|TYC 9010-3937-2                    |*  |14 27 54.240116 -62 04 11.80413        |     ~   |12.29    |12.14    |     ~   |     ~   |~              |   0|   0
1653|   2321.03|IRAS 14311-6240                    |FIR|14 35 02.3 -62 53 34                   |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
1654|   2321.76|GSC 09010-03937                    |** |14 27 54.1233206616 -62 04 11.227077408|     ~   |11.458   |10.795   |10.735   |     ~   |~              |   1|   0
1655|   2321.88|TYC 9010-3937-1                    |*  |14 27 54.115652 -62 04 11.12121        |     ~   |11.64    |10.90    |     ~   |     ~   |~              |   0|   0
1656|   2322.38|2MASS J14300598-6319232            |LP?|14 30 05.9865248943 -63 19 23.242473972|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1657|   2323.39|IRAS 14298-6200                    |LP?|14 33 40.6375357872 -62 13 29.289719640|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1658|   2324.11|2MASS J14243419-6225272            |LP?|14 24 34.1953884844 -62 25 27.181590624|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1659|   2324.45|2MASS J14294245-6319305            |LP?|14 29 42.4601848369 -63 19 30.611032613|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1660|   2325.08|2MASS J14242929-6255304            |LP*|14 24 29.2847557227 -62 55 30.395572942|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1661|   2325.99|2MASS J14292827-6202024            |LP?|14 29 28.2718082308 -62 02 02.417278492|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1662|   2326.01|2MASS J14351687-6235185            |LP?|14 35 16.9301913359 -62 35 18.446231425|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1663|   2326.05|TYC 9010-3403-1                    |*  |14 32 06.8690375064 -63 15 55.241316504|     ~   |12.07    |12.07    |     ~   |     ~   |~              |   0|   0
1664|   2326.76|2MASS J14350093-6254171            |LP?|14 35 00.9404428413 -62 54 17.172866837|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1665|   2327.28|2MASS J14284591-6202329            |*  |14 28 45.9248399626 -62 02 32.952102752|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1666|   2329.65|2MASS J14241249-6249333            |LP?|14 24 12.5068897421 -62 49 33.292805163|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1667|   2330.21|2MASS J14262072-6312040            |LP?|14 26 20.7382333085 -63 12 03.973832520|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1668|   2330.53|2MASS J14303339-6202220            |LP?|14 30 33.3868661826 -62 02 22.219855482|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1669|   2331.07|Gaia DR3 5854302593580511872       |*  |14 30 03.8362087416 -62 01 59.633675544|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
1670|   2331.95|2MASS J14253802-6307503            |LP?|14 25 38.0212665228 -63 07 50.429357375|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1671|   2331.99|CPD-61 4543                        |*  |14 27 15.9395402928 -62 05 50.033211612|     ~   |10.99    |10.34    |     ~   |     ~   |~              |   3|   0
1672|   2332.02|TYC 9010-3794-1                    |*  |14 30 04.4705156256 -62 01 58.963535184|     ~   |13.585   |11.766   |11.273   |     ~   |~              |   1|   0
1673|   2332.76|TYC 9010-1811-1                    |*  |14 31 31.3311085512 -63 17 38.990011272|     ~   |11.30    |10.90    |     ~   |     ~   |~              |   0|   0
1674|   2332.88|2MASS J14301823-6202062            |LP?|14 30 18.2317607701 -62 02 06.245889861|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1675|   2333.39|2MASS J14342689-6219499            |LP*|14 34 26.9005735544 -62 19 49.888245985|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1676|   2334.35|2MASS J14340402-6305509            |Mi*|14 34 04.0277615424 -63 05 50.892959005|     ~   |     ~   |18.313   |16.310   |12.960   |~              |   3|   0
1677|   2335.26|HD 127488                          |*  |14 34 11.7435513576 -62 17 17.680985952|     ~   |9.85     |9.81     |     ~   |     ~   |B8/9II         |   7|   0
1678|   2335.55|Gaia DR2 5853268601651964288       |*  |14 35 06.4824993723 -62 52 52.472092270|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
1679|   2335.59|Gaia DR2 5853268606034206208       |*  |14 35 06.4693034143 -62 52 52.904831660|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
1680|   2335.64|TYC 9011-2961-1                    |** |14 35 06.502800 -62 52 52.35312        |     ~   |12.202   |11.766   |11.822   |     ~   |~              |   0|   0
1681|   2335.98|2MASS J14340350-6216047            |LP?|14 34 03.4968519721 -62 16 04.737896118|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1682|   2340.53|UCAC4 136-115909                   |SB*|14 24 25.7273926093 -62 55 10.785113328|     ~   |13.891   |12.127   |11.648   |     ~   |~              |   0|   0
1683|   2340.61|2MASS J14352275-6239554            |LP?|14 35 22.7734678344 -62 39 55.413904377|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1684|   2342.69|Gaia DR2 5854279435088607104       |WD?|14 24 41.8141034232 -62 22 55.076051964|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   2|   0
1685|   2343.83|2MASS J14334910-6214005            |LP?|14 33 49.1088121978 -62 14 00.438657535|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1686|   2344.38|2MASS J14241067-6249449            |Mi*|14 24 10.6810932502 -62 49 44.852792928|     ~   |     ~   |20.932   |     ~   |14.042   |~              |   3|   0
1687|   2347.33|2MASS J14240261-6243365            |LP?|14 24 02.6090298148 -62 43 36.574613234|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1688|   2347.75|TYC 9011-3943-1                    |*  |14 35 19.5876460176 -62 34 55.254069372|     ~   |12.93    |12.53    |     ~   |     ~   |~              |   0|   0
1689|   2348.89|2MASS J14303155-6202017            |LP?|14 30 31.5598503834 -62 02 01.768390925|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1690|   2349.05|2MASS J14284683-6319238            |LP?|14 28 46.8428197846 -63 19 23.939579689|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1691|   2349.99|2MASS J14273704-6317139            |LP?|14 27 37.0485749041 -63 17 14.005195464|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1692|   2350.12|2MASS J14344082-6221578            |LP?|14 34 40.8294980221 -62 21 57.892591263|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1693|   2350.24|2MASS J14240209-6238584            |LP?|14 24 02.0895782836 -62 38 58.406618081|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1694|   2350.99|TYC 9010-3633-1                    |*  |14 24 01.5006579216 -62 40 23.820154752|     ~   |12.11    |10.99    |     ~   |     ~   |~              |   1|   0
1695|   2351.49|TYC 9010-4169-1                    |*  |14 25 55.9105579200 -62 11 40.734477708|     ~   |12.59    |12.73    |     ~   |     ~   |~              |   1|   0
1696|   2352.12|TYC 9010-1942-1                    |*  |14 24 23.0041067856 -62 27 23.381399664|     ~   |11.32    |10.81    |     ~   |     ~   |~              |   1|   0
1697|   2352.13|2MASS J14344614-6223022            |LP?|14 34 46.1533459597 -62 23 02.306021109|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1698|   2352.27|2MASS J14330957-6209422            |LP?|14 33 09.5814124662 -62 09 42.269134880|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1699|   2355.66|2MASS J14351481-6231357            |LP?|14 35 14.7910968560 -62 31 35.676829527|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1700|   2356.54|2MASS J14343221-6220044            |LP*|14 34 32.2040753322 -62 20 04.570417381|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1701|   2356.86|2MASS J14260071-6310499            |LP?|14 26 00.7175143929 -63 10 49.991796340|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1702|   2356.93|2MASS J14332869-6211255            |*  |14 33 28.6968889486 -62 11 25.535314089|     ~   |     ~   |     ~   |     ~   |     ~   |M              |   4|   0
1703|   2358.29|2MASS J14255330-6211480            |LP?|14 25 53.2982946759 -62 11 47.993491414|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1704|   2358.38|Gaia DR3 5853386356826157952       |RR*|14 25 24.0084213661 -63 06 45.232278620|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
1705|   2358.51|2MASS J14253786-6213313            |LP?|14 25 37.8763923681 -62 13 31.416821813|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1706|   2358.99|Gaia DR3 5853404017742878080       |RR*|14 24 21.0213173352 -62 54 37.667872762|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
1707|   2359.71|2MASS J14344923-6223276            |LP?|14 34 49.2471428236 -62 23 27.744567095|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1708|   2359.99|2MASS J14242577-6226129            |LP?|14 24 25.7681151572 -62 26 12.947268787|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1709|   2360.76|2MASS J14341470-6305024            |LP*|14 34 14.7068011802 -63 05 02.453367540|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1710|   2362.48|TYC 9010-3311-1                    |*  |14 27 07.0865521176 -63 15 56.334837600|     ~   |12.96    |12.03    |     ~   |     ~   |~              |   0|   0
1711|   2362.53|TYC 9010-2338-1                    |*  |14 32 52.9391496672 -62 08 06.757373688|     ~   |12.34    |12.04    |     ~   |     ~   |~              |   0|   0
1712|   2363.32|TYC 9010-2336-1                    |*  |14 34 01.8504636432 -62 15 09.107620920|     ~   |12.55    |12.15    |     ~   |     ~   |~              |   0|   0
1713|   2363.78|2MASS J14345615-6257164            |LP?|14 34 56.1748898942 -62 57 16.460106453|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1714|   2365.60|IRAS 14228-6153                    |LP?|14 26 41.5738781496 -62 07 24.242369916|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   2|   0
1715|   2365.78|2MASS J14292156-6201251            |*  |14 29 21.5463545683 -62 01 25.073410483|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   2|   0
1716|   2365.91|2MASS J14250932-6304543            |LP?|14 25 09.3256890277 -63 04 54.408261059|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1717|   2366.38|1B 910525                          |gB |14 24 06.0 -62 49 00                   |     ~   |     ~   |     ~   |     ~   |     ~   |~              |  12|   0
1718|   2367.15|2MASS J14254807-6212095            |Mi*|14 25 48.0779033682 -62 12 09.530655355|     ~   |     ~   |     ~   |     ~   |17.832   |~              |   2|   0
1719|   2369.98|2MASS J14343262-6302256            |LP*|14 34 32.6136439800 -63 02 25.607598980|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1720|   2370.58|AP J14260402-6311267               |LP?|14 26 04.0363612007 -63 11 26.724769270|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   2|   0
1721|   2370.85|2MASS J14253060-6214069            |LP?|14 25 30.6043596211 -62 14 06.873737565|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1722|   2372.43|2MASS J14343596-6220162            |LP?|14 34 35.9515895450 -62 20 16.318555303|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1723|   2374.00|Gaia DR3 5853386528628039040       |EB*|14 26 36.6952022959 -63 14 11.843395385|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
1724|   2376.86|AP J14253737-6308504               |LP?|14 25 37.3777293747 -63 08 50.372566089|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   2|   0
1725|   2377.66|2MASS J14315581-6317247            |LP?|14 31 55.8100814169 -63 17 24.770286185|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1726|   2378.26|2MASS J14350631-6227126            |LP?|14 35 06.3308381961 -62 27 12.605610410|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1727|   2378.38|2MASS J14350888-6228012            |LP?|14 35 08.9003622886 -62 28 01.269168966|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1728|   2380.10|2MASS J14333636-6211425            |LP*|14 33 36.3665521129 -62 11 42.507130542|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1729|   2383.48|2MASS J14243457-6223034            |LP?|14 24 34.5807255874 -62 23 03.478117619|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1730|   2384.76|OGLE GD-DSCT-4642                  |dS*|14 32 29.42 -62 06 01.0                |     ~   |     ~   |19.661   |     ~   |17.121   |~              |   1|   0
1731|   2385.34|2MASS J14332758-6210413            |LP?|14 33 27.5944566712 -62 10 41.313502551|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1732|   2386.39|UCAC4 140-131577                   |SB*|14 32 58.7065126631 -62 08 05.254613683|     ~   |13.341   |12.093   |11.805   |     ~   |~              |   0|   0
1733|   2387.22|2MASS J14333103-6210596            |LP?|14 33 31.0396690184 -62 10 59.631192513|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1734|   2387.56|Gaia DR3 5854290292768071040       |LP?|14 26 35.9501288168 -62 07 23.163579198|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1735|   2387.60|2MASS J14253557-6213063            |LP?|14 25 35.5668729271 -62 13 06.326687312|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1736|   2387.73|2MASS J14341200-6306091            |LP*|14 34 12.0005968318 -63 06 09.120099531|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1737|   2388.21|2MASS J14311599-6202272            |LP?|14 31 15.9778816070 -62 02 27.356076912|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1738|   2388.36|2MASS J14301102-6201057            |LP?|14 30 11.0135474822 -62 01 05.812837859|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1739|   2389.43|2MASS J14251152-6305519            |LP?|14 25 11.5295187990 -63 05 51.929690735|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1740|   2389.56|TYC 9010-1203-1                    |*  |14 32 50.3148493944 -63 14 25.480618620|     ~   |12.86    |11.39    |     ~   |     ~   |~              |   1|   0
1741|   2391.08|2MASS J14323723-6315212            |LP?|14 32 37.2331654674 -63 15 21.164435023|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1742|   2391.09|2MASS J14352638-6235149            |LP*|14 35 26.3868033489 -62 35 14.981016844|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1743|   2391.16|TYC 9010-741-1                     |*  |14 24 01.1807369448 -62 34 04.993967496|     ~   |12.55    |12.43    |     ~   |     ~   |~              |   0|   0
1744|   2391.97|2MASS J14350800-6227046            |LP*|14 35 08.0108956810 -62 27 04.667326038|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1745|   2392.03|2MASS J14244902-6302212            |LP?|14 24 49.0271169581 -63 02 21.248508751|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1746|   2393.56|2MASS J14303987-6201257            |Mi*|14 30 39.8644419815 -62 01 25.617405261|     ~   |     ~   |     ~   |     ~   |15.931   |~              |   1|   0
1747|   2393.89|TYC 9010-1201-1                    |*  |14 26 19.5810564024 -63 13 17.184929664|     ~   |12.16    |12.30    |     ~   |     ~   |~              |   0|   0
1748|   2394.15|OGLE GD-DSCT-4634                  |dS*|14 31 26.88 -63 18 53.3                |     ~   |     ~   |     ~   |     ~   |18.508   |~              |   1|   0
1749|   2394.28|OGLE GD-RRLYR-3614                 |RR*|14 26 14.6263241880 -63 12 53.081779500|     ~   |     ~   |     ~   |     ~   |18.181   |~              |   4|   0
1750|   2395.00|2MASS J14311049-6202098            |LP?|14 31 10.4906826557 -62 02 09.942300801|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1751|   2396.30|2MASS J14351336-6228370            |LP?|14 35 13.3891939913 -62 28 36.994984699|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1752|   2396.76|2MASS J14244771-6219552            |LP?|14 24 47.7120575991 -62 19 55.195490138|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1753|   2397.76|2MASS J14352774-6235331            |LP?|14 35 27.7515837853 -62 35 33.208933540|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1754|   2399.64|TYC 9011-3407-1                    |*  |14 34 56.3737115400 -62 58 38.194486104|     ~   |12.51    |11.88    |     ~   |     ~   |~              |   0|   0
1755|   2400.11|Gaia DR3 5853386769145364352       |RR*|14 26 19.3468445665 -63 13 23.718053580|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
1756|   2400.18|TYC 9010-2307-1                    |*  |14 33 17.1022487568 -63 12 30.392832204|     ~   |11.67    |11.55    |     ~   |     ~   |~              |   0|   0
1757|   2401.55|2MASS J14322907-6205405            |LP?|14 32 29.0762561602 -62 05 40.562338628|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1758|   2402.05|2MASS J14274583-6203065            |LP?|14 27 45.8311529906 -62 03 06.523046333|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1759|   2403.45|2MASS J14332568-6210066            |LP?|14 33 25.7356289033 -62 10 06.722740804|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1760|   2403.58|IRAS 14247-6148                    |*  |14 28 30.7157007600 -62 01 35.743329084|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   4|   0
1761|   2405.71|2MASS J14250437-6305159            |LP?|14 25 04.3744618025 -63 05 15.946118890|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1762|   2406.02|2MASS J14240249-6250162            |LP?|14 24 02.4937678507 -62 50 16.187686500|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1763|   2406.17|2MASS J14251926-6307211            |LP?|14 25 19.2773500956 -63 07 21.168534574|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1764|   2407.13|2MASS J14332116-6312175            |*  |14 33 21.16296 -63 12 17.5932          |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   2|   0
1765|   2407.99|2MASS J14350149-6257434            |LP?|14 35 01.5064236049 -62 57 43.377617082|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1766|   2408.92|2MASS J14273848-6203182            |LP?|14 27 38.4879043452 -62 03 18.214011252|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1767|   2408.98|2MASS J14344445-6220434            |LP?|14 34 44.4484184706 -62 20 43.574174743|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1768|   2410.84|2MASS J14235284-6242137            |*  |14 23 52.8422210476 -62 42 13.650563079|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1769|   2411.56|2MASS J14260949-6209041            |Mi*|14 26 09.4910042118 -62 09 04.158562002|     ~   |     ~   |     ~   |     ~   |17.016   |~              |   2|   0
1770|   2413.10|2MASS J14353240-6238038            |LP*|14 35 32.4055667457 -62 38 03.922051985|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1771|   2413.12|2MASS J14244949-6303052            |LP?|14 24 49.4911904963 -63 03 05.207709839|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1772|   2413.62|2MASS J14325176-6207005            |LP?|14 32 51.7598224633 -62 07 00.379109086|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1773|   2414.12|Gaia DR2 5877567057084432768       |*  |14 32 37.6690815343 -62 05 59.829099409|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   2|   0
1774|   2414.21|2MASS J14235660-6234532            |LP?|14 23 56.6075078187 -62 34 53.177868925|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1775|   2414.66|2MASS J14293666-6321004            |LP*|14 29 36.6422277270 -63 21 00.439322157|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   2|   0
