C.D.S.  -  SIMBAD4 rel 1.8  -  2024.03.27CET20:58:42

coord 14 29 42.9461331854-62 40 46.164680672 (ICRS, J2000, 2000.0), radius: 50 arcmin
-------------------------------------------------------------------------------------

Number of objects : 2680

 #  |dist(asec)|            identifier             |typ|       coord1 (ICRS,J2000/2000)        |  Mag U  |  Mag B  |  Mag V  |  Mag R  |  Mag I  |  spec. type   |#bib|#not
----|----------|-----------------------------------|---|---------------------------------------|---------|---------|---------|---------|---------|---------------|----|----
1776|   2416.10|TYC 9011-1223-1                    |*  |14 34 37.2368293944 -63 03 01.942321824|     ~   |12.80    |11.48    |     ~   |     ~   |~              |   0|   0
1777|   2417.12|2MASS J14333228-6210276            |LP?|14 33 32.2928109301 -62 10 27.650485412|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1778|   2417.23|2MASS J14275985-6202178            |LP?|14 27 59.8400856087 -62 02 17.863398020|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1779|   2417.98|HD 126166                          |*  |14 26 15.7318899984 -62 08 23.357183496|     ~   |10.92    |9.37     |     ~   |     ~   |K3             |   4|   0
1780|   2418.96|TYC 9010-3834-1                    |*  |14 31 35.0630251344 -62 02 36.449227464|     ~   |11.31    |10.49    |     ~   |     ~   |~              |   1|   0
1781|   2418.96|IRAS 14203-6216                    |LP?|14 24 06.9225994176 -62 29 23.736636348|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   3|   0
1782|   2419.35|2MASS J14292509-6321024            |LP*|14 29 25.0783004148 -63 21 02.453123180|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1783|   2419.96|2MASS J14255335-6210254            |LP?|14 25 53.3536522067 -62 10 25.384947624|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1784|   2420.98|2MASS J14235808-6249074            |LP?|14 23 58.0871333914 -62 49 07.311794569|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1785|   2421.63|Gaia DR3 5853264723383612032       |Pu*|14 34 55.4228451449 -62 59 40.127106481|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
1786|   2422.69|2MASS J14285916-6200427            |LP?|14 28 59.1499043802 -62 00 42.734961550|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1787|   2424.73|2MASS J14331503-6208403            |LP?|14 33 15.0516427996 -62 08 40.404279986|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1788|   2425.24|2MASS J14323613-6205408            |LP?|14 32 36.1304239375 -62 05 40.888134528|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1789|   2425.24|OGLE GD-DSCT-4655                  |dS*|14 33 56.43 -62 12 56.2                |     ~   |     ~   |     ~   |     ~   |17.700   |~              |   1|   0
1790|   2425.25|TYC 9011-3861-1                    |*  |14 35 21.6912887856 -62 30 05.320719684|     ~   |13.23    |11.49    |     ~   |     ~   |~              |   0|   0
1791|   2425.38|IRAS 14218-6257                    |LP*|14 25 44.5537989408 -63 10 44.631225696|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   2|   0
1792|   2426.52|IRAS 14217-6159                    |*  |14 25 31.5730039656 -62 12 39.209776344|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
1793|   2427.26|2MASS J14300513-6200237            |LP?|14 30 05.1254535960 -62 00 23.822862573|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1794|   2427.72|2MASS J14245608-6304365            |LP?|14 24 56.0776964953 -63 04 36.525950344|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1795|   2428.94|CPD-62 4103B                       |*  |14 23 57.666517 -62 49 32.85776        |     ~   |11.93    |10.82    |     ~   |     ~   |~              |   0|   0
1796|   2428.99|CPD-62 4103                        |** |14 23 57.6649988208 -62 49 33.050890452|     ~   |11.165   |10.249   |10.047   |     ~   |~              |   0|   0
1797|   2429.03|CPD-62 4103A                       |*  |14 23 57.665917 -62 49 33.27968        |     ~   |11.79    |10.81    |     ~   |     ~   |~              |   0|   0
1798|   2429.63|2MASS J14300172-6321123            |LP?|14 30 01.7195328208 -63 21 12.429374577|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1799|   2431.07|2MASS J14235778-6249463            |LP?|14 23 57.7692589212 -62 49 46.345916893|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1800|   2432.77|2MASS J14324965-6206285            |LP?|14 32 49.6682066343 -62 06 28.486037114|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1801|   2433.47|IRAS 14239-6149                    |*  |14 27 46.7437808160 -62 02 30.946312644|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
1802|   2433.53|TYC 9010-4196-1                    |*  |14 25 41.7612545688 -62 11 19.972269276|     ~   |12.29    |12.13    |     ~   |     ~   |~              |   1|   0
1803|   2433.54|2MASS J14343315-6304144            |LP?|14 34 33.1520051749 -63 04 14.477141866|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1804|   2434.43|TYC 9010-3116-1                    |PM*|14 33 35.8852193424 -62 10 26.577257412|     ~   |11.44    |10.78    |     ~   |     ~   |~              |   0|   0
1805|   2434.62|TYC 9011-5036-1                    |*  |14 35 03.5039351136 -62 24 00.534025656|     ~   |11.59    |11.34    |     ~   |     ~   |~              |   0|   0
1806|   2435.03|2MASS J14305943-6320248            |LP?|14 30 59.4197429680 -63 20 24.902365077|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1807|   2435.13|TYC 9010-3726-1                    |*  |14 33 11.2447993584 -62 08 07.670578416|     ~   |13.22    |12.29    |     ~   |     ~   |~              |   0|   0
1808|   2435.82|TYC 9010-1465-1                    |*  |14 30 42.8210577552 -63 20 47.649713496|     ~   |12.69    |11.41    |     ~   |     ~   |~              |   0|   0
1809|   2436.14|TYC 9010-3734-1                    |*  |14 27 48.6178112208 -62 02 23.578801908|     ~   |12.12    |10.91    |     ~   |     ~   |~              |   3|   0
1810|   2436.83|2MASS J14303992-6200418            |LP?|14 30 39.9252552317 -62 00 41.840941106|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1811|   2437.89|2MASS J14351823-6228066            |LP?|14 35 18.2428841329 -62 28 06.512943876|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1812|   2438.31|2MASS J14243689-6220397            |LP?|14 24 36.8921226798 -62 20 39.652957605|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1813|   2438.65|TYC 9010-893-1                     |*  |14 33 57.0979917384 -63 09 19.310381892|     ~   |11.79    |11.63    |     ~   |     ~   |~              |   0|   0
1814|   2440.93|2MASS J14352896-6232198            |LP?|14 35 28.9754299980 -62 32 19.879764786|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1815|   2443.81|Gaia DR3 5877554653154988416       |RR*|14 33 11.5537124824 -62 07 58.517572343|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
1816|   2444.35|2MASS J14262591-6207013            |LP?|14 26 25.8928373601 -62 07 01.423774987|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1817|   2444.63|2MASS J14242169-6223474            |LP?|14 24 21.6896382682 -62 23 47.317288063|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1818|   2445.44|2MASS J14350671-6257557            |LP*|14 35 06.7128307144 -62 57 55.770034100|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1819|   2445.72|TYC 9010-1133-1                    |*  |14 24 25.4195285448 -62 59 25.670739012|     ~   |12.67    |11.33    |     ~   |     ~   |~              |   0|   0
1820|   2446.61|2MASS J14331355-6313470            |LP?|14 33 13.5347822928 -63 13 46.857140980|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1821|   2446.70|TYC 9010-2504-1                    |*  |14 24 15.4210572888 -62 25 19.876351404|     ~   |13.24    |11.19    |     ~   |     ~   |~              |   3|   0
1822|   2447.36|2MASS J14250888-6307017            |LP?|14 25 08.8856884200 -63 07 01.754350607|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1823|   2448.79|2MASS J14234727-6241562            |LP?|14 23 47.2720025739 -62 41 56.191617346|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1824|   2449.34|2MASS J14241196-6256094            |LP?|14 24 11.9667540075 -62 56 09.370003176|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1825|   2449.75|2MASS J14235015-6235525            |LP?|14 23 50.1526895770 -62 35 52.602598216|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1826|   2450.15|VVV J143506.48-622408.2            |RR*|14 35 06.4759450848 -62 24 08.194685292|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   2|   0
1827|   2451.55|2MASS J14324440-6205440            |LP?|14 32 44.3950040685 -62 05 44.038888288|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1828|   2452.71|TYC 9010-2740-1                    |SB*|14 33 29.3417341632 -62 09 23.699238516|     ~   |13.10    |10.65    |     ~   |     ~   |~              |   0|   0
1829|   2452.92|2MASS J14314980-6319019            |LP?|14 31 49.7976966095 -63 19 01.944652936|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1830|   2453.44|Gaia DR2 5877503147961232000       |*  |14 34 12.5602058792 -62 14 17.830370624|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   2|   0
1831|   2453.84|V* V745 Cen                        |EB*|14 27 15.2510110584 -62 03 37.746526212|     ~   |9.68     |9.48     |     ~   |     ~   |B6/8Ib/II      |  22|   0
1832|   2454.45|2MASS J14353916-6243016            |LP*|14 35 39.1552016906 -62 43 01.649290444|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1833|   2455.29|Gaia DR3 5854302318679325184       |RR*|14 30 33.9893823613 -62 00 16.730209549|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
1834|   2455.69|2MASS J14301403-6159599            |LP?|14 30 14.0204921257 -62 00 00.024182436|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1835|   2457.22|2MASS J14331178-6207431            |LP?|14 33 11.7934360325 -62 07 43.173755838|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1836|   2458.09|TYC 9010-680-1                     |*  |14 25 54.1249431792 -63 12 24.817516632|     ~   |12.70    |12.42    |     ~   |     ~   |~              |   0|   0
1837|   2458.35|Gaia DR3 5853403880302403072       |RR*|14 24 10.4181284554 -62 56 07.109828328|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
1838|   2459.82|2MASS J14240039-6252516            |*  |14 24 00.3690154746 -62 52 51.714672393|     ~   |     ~   |     ~   |     ~   |     ~   |M              |   3|   0
1839|   2460.40|2MASS J14242662-6300138            |LP?|14 24 26.6268311855 -63 00 13.793835868|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1840|   2460.68|2MASS J14352975-6251090            |Mi*|14 35 29.7522811008 -62 51 09.002574180|     ~   |     ~   |16.805   |     ~   |12.473   |~              |   3|   0
1841|   2461.36|2MASS J14274422-6202076            |LP?|14 27 44.2141197661 -62 02 07.630771847|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1842|   2461.60|2MASS J14234543-6240253            |LP?|14 23 45.4300453193 -62 40 25.351468080|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1843|   2462.94|Gaia DR3 5877501700491752704       |RR*|14 34 45.5792856357 -62 19 12.843375052|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
1844|   2463.16|TYC 9010-1521-1                    |*  |14 24 04.0858244664 -62 54 22.696691616|     ~   |11.95    |11.74    |     ~   |     ~   |~              |   0|   0
1845|   2463.49|Gaia DR3 5854305995171719040       |PM*|14 29 40.5481626934 -61 59 42.735043550|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1846|   2463.50|TYC 9010-4183-1                    |*  |14 30 14.5117577064 -61 59 52.485309636|     ~   |12.26    |11.43    |     ~   |     ~   |~              |   1|   0
1847|   2463.91|2MASS J14275124-6201480            |LP?|14 27 51.2367334225 -62 01 48.124159058|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1848|   2464.90|2MASS J14312530-6201264            |LP?|14 31 25.3082410785 -62 01 26.479083687|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1849|   2465.45|2MASS J14325703-6206225            |LP?|14 32 57.0296100278 -62 06 22.525820958|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1850|   2466.12|2MASS J14241698-6224068            |*  |14 24 16.9777483239 -62 24 06.868551784|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1851|   2467.07|2MASS J14311482-6201033            |LP?|14 31 14.8181536384 -62 01 03.419493248|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1852|   2468.76|2MASS J14353786-6247083            |LP?|14 35 37.8626822063 -62 47 08.403506334|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1853|   2470.60|2MASS J14305234-6200231            |LP?|14 30 52.3485694807 -62 00 23.271610408|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1854|   2470.89|2MASS J14353653-6234088            |LP?|14 35 36.5318048182 -62 34 08.901163464|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1855|   2471.29|TYC 9011-4305-1                    |*  |14 35 21.7395185976 -62 27 34.402785588|     ~   |11.86    |10.94    |     ~   |     ~   |~              |   0|   0
1856|   2471.96|2MASS J14325984-6206276            |LP?|14 32 59.8513273881 -62 06 27.638350415|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1857|   2472.63|2MASS J14350573-6223048            |LP?|14 35 05.7434216844 -62 23 04.889653909|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1858|   2472.98|2MASS J14282438-6321005            |LP?|14 28 24.3770548997 -63 21 00.641444912|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1859|   2473.34|2MASS J14240463-6227188            |LP?|14 24 04.6337861504 -62 27 18.852578743|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1860|   2473.47|2MASS J14352463-6253573            |LP?|14 35 24.6246636970 -62 53 57.443972600|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1861|   2474.10|TYC 9010-2071-1                    |*  |14 26 36.7868332104 -63 16 10.184155284|     ~   |13.06    |12.61    |     ~   |     ~   |~              |   0|   0
1862|   2474.21|IRAS 14296-6259                    |IR |14 33 30.8 -63 12 51                   |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
1863|   2474.51|2MASS J14235560-6251501            |LP?|14 23 55.6021549373 -62 51 50.110037945|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1864|   2475.06|2MASS J14242434-6222019            |LP?|14 24 24.3384811844 -62 22 01.834669033|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1865|   2475.25|UCAC4 140-131670                   |SB*|14 33 12.6932576304 -62 07 25.504348119|     ~   |15.012   |13.198   |12.694   |     ~   |~              |   0|   0
1866|   2475.33|2MASS J14310190-6200323            |LP?|14 31 01.9192957601 -62 00 32.670445533|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1867|   2476.00|TYC 9010-89-1                      |*  |14 30 13.5464140368 -63 21 53.396237124|     ~   |12.20    |12.39    |     ~   |     ~   |~              |   0|   0
1868|   2476.06|TYC 9010-3891-1                    |SB*|14 31 40.0887491304 -62 01 48.166608144|     ~   |11.84    |10.34    |     ~   |     ~   |~              |   1|   0
1869|   2476.08|TYC 9011-4627-1                    |*  |14 35 20.8406534136 -62 27 02.754929592|     ~   |12.16    |12.08    |     ~   |     ~   |~              |   0|   0
1870|   2476.28|2MASS J14330104-6206279            |LP?|14 33 01.0421176214 -62 06 27.962158045|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
1871|   2476.70|IRAS 14200-6218                    |LP?|14 23 51.9491293824 -62 32 09.647013264|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
